index_,index,customer_city,customer_state,customer_zip_code_prefix,id,most_voted_class,most_voted_subclass,order_aproved_at,order_delivered_customer_date,order_estimated_delivery_date,order_freight_value,order_items_qty,order_products_value,order_purchase_timestamp,order_sellers_qty,order_status,product_category_name,product_description_length,product_name_length,product_photos_qty,review_answer_timestamp,review_comment_message,review_creation_date,review_score,votes_before_estimate,votes_delayed,votes_low_quality,votes_not_as_anounced,votes_other_delivery,votes_other_order,votes_partial_delivery,votes_return,votes_satisfied
1011,1011,Sao Paulo,SP,45,1012,satisfeito_com_pedido,satisfeito,2018-03-01 12:10:19.973841,2018-03-05 17:18:36.908766,2018-03-13 00:00:00.000000,9.94,1,60.0,2018-03-01 11:48:03,1,delivered,alimentos_bebidas,3798,59,6,2018-03-07 14:01:19,super recomendo chegou rápido,2018-03-06 00:00:00,5,1,0,0,0,0,0,0,0,2
1012,1012,Aracatuba,SP,160,1013,satisfeito_com_pedido,satisfeito,2017-10-26 02:57:16.969397,2017-11-08 16:09:10.066213,2017-11-10 00:00:00.000000,12.69,1,45.33,2017-10-24 14:49:38,1,delivered,esporte_lazer,2656,55,1,2017-11-09 18:27:49,produto entregue sem problemas,2017-11-09 00:00:00,5,0,0,0,0,0,0,0,0,3
1013,1013,Canoas,RS,923,1014,problemas_de_entrega,entrega_parcial,2017-11-02 23:50:33.621041,2017-11-10 13:08:53.400519,2017-11-30 00:00:00.000000,16.6,2,71.98,2017-11-02 23:40:46,1,delivered,cama_mesa_banho,495,36,3,2017-11-11 18:22:36,adoro comprar nas lannister chega antes do prazo compro a mais de dez anos sempre atendimento excelência apesar que nesta compra recebi só uma manta correto seria duas ms tenho certeza que,2017-11-11 00:00:00,4,0,0,0,0,0,0,3,0,0
1014,1014,Jardim do Serido,RN,593,1015,problemas_de_qualidade,baixa_qualidade,2017-11-24 23:32:37.401359,2017-12-12 20:32:18.976144,2017-12-28 00:00:00.000000,35.91,1,84.99,2017-11-24 20:11:43,1,delivered,beleza_saude,1495,49,3,2017-12-17 00:36:55,ótima para secar os cabelos mas na hora de alisar ela deixa a desejar mesmo meus cabelos sendo lisos para quem tem cabelos cacheados acho que não vale tanto a pena,2017-12-13 00:00:00,3,0,0,3,0,0,0,0,0,0
1015,1015,Vila Velha,ES,291,1016,problemas_de_entrega,entrega_parcial,2017-09-15 20:10:22.016328,2017-09-22 18:39:53.098182,2017-10-10 00:00:00.000000,15.79,1,11.99,2017-09-15 19:56:51,1,delivered,relogios_presentes,1045,45,1,2017-09-26 23:36:38,entrega dos produtos separadamente não me agradou,2017-09-23 00:00:00,3,0,0,0,0,1,0,2,0,0
1016,1016,Sao Pedro da Aldeia,RJ,289,1017,problemas_de_entrega,atrasado,2018-03-06 10:40:25.115901,2018-03-23 01:08:37.943653,2018-03-28 00:00:00.000000,41.64,1,329.9,2018-03-05 14:28:12,1,delivered,moveis_sala,332,33,1,2018-03-27 01:51:36,demorou um pouco mais o produto e exelente,2018-03-23 00:00:00,4,0,2,0,0,0,0,0,0,1
1017,1017,Sao Paulo,SP,41,1018,satisfeito_com_pedido,antes_prazo,2018-01-31 13:47:00.743904,2018-02-09 15:32:22.917817,2018-02-22 00:00:00.000000,11.85,1,23.99,2018-01-31 12:40:23,2,delivered,cama_mesa_banho,606,55,1,2018-02-10 23:58:08,recebi o produto bem antes do prazo estipulado veio bem embalado recebi o produto correto fiquei muito satisfeita com a compra eu recomendo o vendedor,2018-02-10 00:00:00,5,2,0,0,0,0,0,0,0,1
1018,1018,Martins,RN,598,1019,satisfeito_com_pedido,satisfeito,2017-04-25 18:10:06.754646,2017-05-09 15:27:00.323307,2017-05-24 00:00:00.000000,20.97,1,74.6,2017-04-25 17:57:26,1,delivered,beleza_saude,3818,56,1,2017-05-11 19:18:29,obrigado por tudo,2017-05-10 00:00:00,5,0,0,0,0,0,0,0,0,3
1019,1019,Nucleo Residencial Pilar,BA,489,1020,satisfeito_com_pedido,satisfeito,2018-02-27 04:31:06.606416,2018-03-19 16:46:35.593059,2018-04-12 00:00:00.000000,17.26,1,116.99,2018-02-25 17:37:04,1,delivered,moveis_escritorio,1296,59,1,2018-03-23 18:59:14,produto em perfeito de otima qualidade e em perfeito estado entrega no prazo dado pela empresa muito satisfeita com a compra eu super recomendo o produto e a loja,2018-03-20 00:00:00,5,0,0,0,0,0,0,0,0,3
1020,1020,RIO DE JANEIRO,RJ,227,1021,problemas_de_entrega,atrasado,2017-09-05 14:24:32.977369,2017-09-27 18:03:05.399240,2017-09-27 00:00:00.000000,21.22,1,537.99,2017-09-05 14:11:45,6,delivered,informatica_acessorios,646,59,1,2017-10-09 09:22:04,o impressionante é q diz no rastreamento q foi entregue mas não chegou nada e ninguém sabe onde está os toners,2017-09-28 00:00:00,1,0,2,0,0,1,0,0,0,0
1021,1021,Itaqui,RS,976,1022,satisfeito_com_pedido,satisfeito,2017-09-09 05:10:56.186492,2017-09-19 18:28:59.355970,2017-10-06 00:00:00.000000,17.6,1,46.9,2017-09-07 11:23:33,1,delivered,informatica_acessorios,955,58,3,2017-10-02 17:35:36,tudo como combinado,2017-09-20 00:00:00,4,0,0,0,0,0,0,0,0,3
1022,1022,RIO DE JANEIRO,RJ,202,1023,satisfeito_com_pedido,satisfeito,2017-09-22 05:36:19.244550,2017-10-04 15:50:30.751964,2017-10-11 00:00:00.000000,17.74,1,69.9,2017-09-20 10:08:50,1,delivered,cama_mesa_banho,520,57,1,2017-10-05 22:13:36,sempre compro no targaryen acho excelente,2017-10-05 00:00:00,5,0,0,0,0,0,0,0,0,3
1023,1023,Pindamonhangaba,SP,124,1024,satisfeito_com_pedido,satisfeito,2017-09-06 02:50:26.696990,2017-09-19 19:45:51.879968,2017-09-29 00:00:00.000000,13.44,1,59.9,2017-09-04 12:15:28,1,delivered,moveis_decoracao,438,59,1,2017-09-26 17:03:26,beleza não tenho o que reclamar da loja tudo que comprei até agora deu certo recomendo para qualquer pessoa que queira comprar,2017-09-20 00:00:00,5,0,0,0,0,0,0,0,0,3
1024,1024,Santa Luzia,MG,331,1025,problemas_de_entrega,entrega_parcial,2017-05-29 21:45:10.506156,2017-06-07 11:51:24.316318,2017-06-21 00:00:00.000000,21.27,1,147.9,2017-05-28 15:50:05,2,delivered,automotivo,626,49,1,2017-06-08 14:35:02,comprei dois pneus paguei dois pneus pedido efetuado e pago de dois pneus recebi em casa nota fiscal referente aos dois pneus mas só um pneu dentro da embalagem aguardo posicionamento à respeito,2017-06-08 00:00:00,1,0,0,0,0,0,0,3,0,0
1025,1025,Tres Coracoes,MG,374,1026,problemas_de_entrega,outro_entrega,2018-02-26 14:35:36.328791,2018-03-21 22:38:48.906817,2018-03-29 00:00:00.000000,17.45,1,144.41,2018-02-26 14:18:54,1,delivered,informatica_acessorios,956,47,1,2018-03-28 03:27:52,lannister é o pior site de compras na internet muito enrolado as entregas,2018-03-25 00:00:00,1,0,1,0,0,2,0,0,0,0
1026,1026,Itabira,MG,359,1027,satisfeito_com_pedido,satisfeito,2017-10-06 10:49:38.861193,2017-10-16 22:27:41.784816,2017-11-07 00:00:00.000000,18.47,1,19.9,2017-10-06 10:37:13,2,delivered,dvds_blu_ray,694,54,1,2017-10-18 12:43:53,compra perfeita conforme solicitado altamente recomendado,2017-10-17 00:00:00,5,0,0,0,0,0,0,0,0,3
1027,1027,Limeira,SP,134,1028,satisfeito_com_pedido,satisfeito,2017-11-09 12:31:00.421590,2017-11-16 20:34:29.194304,2017-12-01 00:00:00.000000,11.85,1,9.56,2017-11-09 12:13:09,1,delivered,artigos_de_natal,272,36,1,2017-11-20 03:14:04,lindo amei recomendo,2017-11-17 00:00:00,5,0,0,0,0,0,0,0,0,3
1028,1028,Curitiba,PR,813,1029,satisfeito_com_pedido,satisfeito,2017-04-24 18:25:17.696637,2017-05-02 15:14:27.811341,2017-05-15 00:00:00.000000,59.0,1,199.0,2017-04-24 18:11:20,1,delivered,moveis_decoracao,748,48,1,2017-05-04 20:09:00,quando vc compra pela internet espera qualidade pontualidade e produto perfeito pois foi isso que aconteceu estou muito satisfeito obrigado,2017-05-03 00:00:00,5,0,0,0,0,0,0,0,0,3
1029,1029,Natividade,RJ,283,1030,satisfeito_com_pedido,antes_prazo,2017-09-22 10:28:02.245878,2017-10-05 17:52:31.019416,2017-10-24 00:00:00.000000,15.1,1,23.99,2017-09-22 10:06:28,1,delivered,beleza_saude,575,48,1,2017-10-11 02:23:28,exelente atendimento e entrega antes do prazo eu recomendo,2017-10-06 00:00:00,5,3,0,0,0,0,0,0,0,0
1030,1030,Embu das Artes,SP,68,1031,problemas_de_entrega,atrasado,2018-02-19 08:35:25.395035,2018-03-14 13:14:40.881566,2018-03-09 00:00:00.000000,11.88,1,57.9,2018-02-19 08:23:36,2,delivered,beleza_saude,2231,45,3,2018-03-12 03:14:58,não recomendaria pois já tem quase 1 mês que fiz a compra e até agora nada estou extremamente decepcionado com esta situação quero meu produto ou meu dinheiro de volta favor me dê uma posição,2018-03-11 00:00:00,1,0,3,0,0,0,0,0,0,0
1031,1031,Caxias do Sul,RS,950,1032,satisfeito_com_pedido,satisfeito,2018-03-14 03:40:34.590353,2018-04-09 15:54:56.714688,2018-04-06 00:00:00.000000,18.78,1,127.9,2018-03-12 19:28:18,1,delivered,informatica_acessorios,1095,59,1,2018-04-11 02:12:27,gosto muito de comprar pela loja on line recebo tudo que peço,2018-04-10 00:00:00,5,0,0,0,0,0,0,0,0,3
1032,1032,Ipero,SP,185,1033,,,2017-11-28 03:23:39.095545,2017-12-07 20:38:57.137743,2017-12-18 00:00:00.000000,12.97,1,89.99,2017-11-24 22:36:21,1,delivered,beleza_saude,492,59,3,2017-12-09 02:29:46,estojo apenas para uma tesoura,2017-12-08 00:00:00,3,0,0,0,1,0,0,0,0,0
1033,1033,Santos,SP,110,1034,satisfeito_com_pedido,satisfeito,2018-02-10 15:48:23.439044,2018-03-06 23:18:57.902435,2018-03-08 00:00:00.000000,12.61,1,67.9,2018-02-10 15:26:55,1,delivered,automotivo,888,33,1,2018-03-02 03:56:00,ok,2018-02-28 00:00:00,3,0,0,0,0,0,0,0,0,3
1034,1034,LUIS EDUARDO MAGALHAES,BA,478,1035,problemas_de_entrega,atrasado,2018-02-03 14:10:10.752518,2018-03-10 14:12:27.223388,2018-03-07 00:00:00.000000,19.59,1,49.9,2018-02-02 19:07:59,2,delivered,ferramentas_jardim,340,58,2,2018-03-10 14:39:15,não recebi a minha mercadoria até o momento gostaria que alguém me desse uma posição do porque não ser entregue,2018-03-10 00:00:00,1,0,3,0,0,0,0,0,0,0
1035,1035,Embu das Artes,SP,68,1036,problemas_de_entrega,atrasado,2018-02-19 08:35:25.395035,2018-03-14 13:14:40.881566,2018-03-09 00:00:00.000000,11.88,1,37.9,2018-02-19 08:23:36,2,delivered,beleza_saude,2231,45,3,2018-03-12 03:14:58,não recomendaria pois já tem quase 1 mês que fiz a compra e até agora nada estou extremamente decepcionado com esta situação quero meu produto ou meu dinheiro de volta favor me dê uma posição,2018-03-11 00:00:00,1,0,3,0,0,0,0,0,0,0
1036,1036,Salvador,BA,411,1037,satisfeito_com_pedido,antes_prazo,2017-07-20 17:45:20.371950,2017-08-11 19:59:58.936889,2017-08-25 00:00:00.000000,61.39,1,209.99,2017-07-20 17:33:31,1,delivered,moveis_escritorio,1156,45,2,2017-08-14 04:02:44,produto chegou antes do prazo,2017-08-12 00:00:00,3,3,0,0,0,0,0,0,0,0
1037,1037,Palhoca,SC,881,1038,satisfeito_com_pedido,satisfeito,2018-02-21 15:49:13.872376,2018-03-14 19:03:57.441630,2018-03-19 00:00:00.000000,20.96,1,209.99,2018-02-21 15:35:42,1,delivered,cool_stuff,940,54,1,2018-03-16 14:18:48,linda amei,2018-03-15 00:00:00,5,0,0,0,0,0,0,0,0,3
1038,1038,Cachoeiro de Itapemirim,ES,293,1039,satisfeito_com_pedido,antes_prazo,2017-08-29 10:05:07.880185,2017-09-01 20:23:50.141291,2017-09-19 00:00:00.000000,24.19,1,99.0,2017-08-29 09:52:06,1,delivered,ferramentas_jardim,450,36,1,2017-09-05 14:06:03,produto muito bonito e a entrega muito rápida,2017-09-02 00:00:00,4,2,0,0,0,0,0,0,0,1
1039,1039,Queimados,RJ,263,1040,problemas_de_qualidade,devolucao,2017-06-19 20:03:15.784818,2017-06-27 16:05:03.509143,2017-07-12 00:00:00.000000,14.1,1,10.99,2017-06-19 19:46:23,1,delivered,papelaria,1763,54,1,2017-06-29 11:58:46,quero neu dinheiro de volta pois comprei uma coisa e veio outra,2017-06-28 00:00:00,1,0,0,0,0,0,0,0,2,1
1040,1040,Chapeco,SC,898,1041,problemas_de_entrega,outro_entrega,2017-08-24 14:50:20.122216,2017-09-04 21:39:56.053390,2017-09-18 00:00:00.000000,15.1,1,19.9,2017-08-24 14:37:56,1,delivered,consoles_games,100,49,4,2017-09-06 14:59:09,a entrega via correios enviou o produto para a ba ao invés de ir para sc conforme consta no site dos correios,2017-09-05 00:00:00,1,0,0,0,0,3,0,0,0,0
1041,1041,Sao Paulo,SP,29,1042,problemas_de_entrega,outro_entrega,2017-12-04 00:05:30.060678,2017-12-09 00:04:30.922835,2017-12-20 00:00:00.000000,13.08,1,52.39,2017-12-03 23:54:08,1,delivered,beleza_saude,800,49,1,2017-12-10 14:24:17,bom dia o produto que recebemos foi correto mas tivemos problemas acredito eu na parte de logística pois o pote de progressiva veio aberto e vazou 1 4 do produto causando um prejuízo,2017-12-10 00:00:00,3,0,0,1,0,2,0,0,0,0
1042,1042,Sao Paulo,SP,49,1043,problemas_de_entrega,atrasado,2017-11-05 16:10:30.042380,2017-11-10 21:26:51.785834,2017-12-13 00:00:00.000000,16.25,1,69.9,2017-11-05 15:57:06,1,delivered,esporte_lazer,403,49,2,2017-11-12 13:15:05,eu ainda não recebi o produto para avaliviar a nota,2017-11-11 00:00:00,3,0,3,0,0,0,0,0,0,0
1043,1043,Salvador,BA,412,1044,satisfeito_com_pedido,antes_prazo,2017-08-01 16:08:43.671157,2017-08-09 20:16:46.665891,2017-08-25 00:00:00.000000,37.92,1,89.0,2017-08-01 15:43:53,1,delivered,ferramentas_jardim,450,36,1,2017-08-11 14:33:17,entregou bem antes do prazo produto de excelente qualidade super recomendo,2017-08-10 00:00:00,5,3,0,0,0,0,0,0,0,0
1044,1044,Belo Horizonte,MG,303,1045,satisfeito_com_pedido,satisfeito,2017-10-23 15:06:20.003756,2017-11-01 18:17:26.153357,2017-11-13 00:00:00.000000,12.35,1,44.35,2017-10-23 14:18:27,6,delivered,moveis_decoracao,296,56,3,2017-11-07 19:26:06,satisfeita com o atendimento,2017-11-02 00:00:00,4,0,0,0,0,0,0,0,0,3
1045,1045,Sao Paulo,SP,20,1046,problemas_de_entrega,atrasado,2018-03-02 09:55:24.271023,2018-04-02 19:25:45.375494,2018-03-23 00:00:00.000000,16.18,1,59.99,2018-03-02 09:43:02,1,delivered,cama_mesa_banho,166,55,1,2018-03-27 00:15:33,adquiri o produto através da lannister com em 02 03 0008 mas o até esta data não recebi o produto,2018-03-25 00:00:00,1,0,3,0,0,0,0,0,0,0
1046,1046,Araxa,MG,381,1047,problemas_de_entrega,entrega_parcial,2017-11-25 11:10:30.984907,2017-12-15 20:19:22.084466,2017-12-19 00:00:00.000000,20.13,2,55.8,2017-11-25 10:49:51,4,delivered,cama_mesa_banho,471,33,1,2017-12-30 12:35:47,bom dia paguei por duas toalhas e so recebi uma toalha a loja vai me devolver o dinheiro aguardo retorno urgente,2017-12-16 00:00:00,1,0,0,0,0,0,0,3,0,0
1047,1047,Jumirim,SP,185,1048,satisfeito_com_pedido,satisfeito,2017-11-25 04:31:14.355442,2017-11-30 20:09:05.896428,2017-12-14 00:00:00.000000,11.85,1,24.9,2017-11-24 10:28:01,2,delivered,cama_mesa_banho,58,58,1,2017-12-01 18:39:41,muito bom,2017-12-01 00:00:00,5,0,0,0,0,0,0,0,0,3
1048,1048,Tramandai,RS,955,1049,problemas_de_qualidade,baixa_qualidade,2017-07-14 23:43:20.115847,2017-07-26 18:07:00.719644,2017-08-09 00:00:00.000000,16.52,1,109.0,2017-07-14 23:30:07,1,delivered,eletroportateis,573,46,1,2017-07-29 17:10:56,a loja entregou no prazo direitinho mas confesso que esperava mais do produto,2017-07-27 00:00:00,3,0,0,3,0,0,0,0,0,0
1049,1049,Pirajui,SP,166,1050,satisfeito_com_pedido,satisfeito,2018-02-06 16:11:30.937060,2018-02-16 13:09:36.490848,2018-03-01 00:00:00.000000,24.61,1,49.9,2018-02-05 15:35:38,2,delivered,ferramentas_jardim,341,59,2,2018-02-19 19:30:48,são lindos de facil instalação e a entrega foi super rapida,2018-02-17 00:00:00,5,1,0,0,0,0,0,0,0,2
1050,1050,Maua,SP,93,1051,satisfeito_com_pedido,satisfeito,2018-01-29 14:15:41.760080,2018-02-07 16:51:58.076020,2018-02-22 00:00:00.000000,14.43,1,99.9,2018-01-28 17:12:58,1,delivered,beleza_saude,819,49,3,2018-02-10 22:14:22,assim que fiz a compra e efetuei o pagamento logo autorizaram a compra e emitiram a nota fiscal em poucos dias minha mercadoria já estava sendo entregue chegou sem defeito e em perfeito estético,2018-02-08 00:00:00,5,0,0,0,0,0,0,0,0,3
1051,1051,Amapa do Maranhao,MA,652,1052,satisfeito_com_pedido,satisfeito,2017-06-06 18:10:15.590849,2017-06-23 09:26:23.377057,2017-07-18 00:00:00.000000,34.15,1,15.9,2017-06-06 17:59:56,1,delivered,telefonia,592,55,1,2017-06-24 22:16:58,rápido a entrega e no combinado,2017-06-24 00:00:00,5,1,0,0,0,0,0,0,0,2
1052,1052,Sao Paulo,SP,13,1053,satisfeito_com_pedido,satisfeito,2018-03-22 21:27:42.048689,2018-03-27 00:39:35.944594,2018-04-04 00:00:00.000000,7.39,1,59.0,2018-03-22 21:07:11,1,delivered,fashion_bolsas_e_acessorios,553,53,5,2018-03-27 21:35:11,gostei muito está aprovado,2018-03-27 00:00:00,4,0,0,0,0,0,0,0,0,3
1053,1053,Pelotas,RS,960,1054,satisfeito_com_pedido,satisfeito,2017-07-31 17:03:32.293331,2017-08-14 19:39:58.340948,2017-08-30 00:00:00.000000,34.18,1,116.6,2017-07-31 16:50:07,1,delivered,moveis_escritorio,154,41,1,2017-08-16 13:58:33,ótimo vendedor prestativo e atencioso,2017-08-15 00:00:00,4,0,0,0,0,0,0,0,0,3
1054,1054,Vargem Grande Paulista,SP,67,1055,problemas_de_qualidade,diferente_do_anunciado,2017-10-13 11:56:16.812038,2017-10-20 17:15:06.350671,2017-10-26 00:00:00.000000,9.44,1,90.0,2017-10-13 11:46:19,1,delivered,consoles_games,269,58,4,2017-10-24 17:26:58,na descrição do produto conta que o mesmo vem com esses tipos de plug 3 5 mm usb mas não veio com plug usb,2017-10-21 00:00:00,3,0,0,0,3,0,0,0,0,0
1055,1055,Sao Paulo,SP,14,1056,satisfeito_com_pedido,satisfeito,2018-03-22 02:55:49.741212,2018-03-27 04:13:19.704603,2018-04-03 00:00:00.000000,11.79,1,99.9,2018-03-21 05:23:36,1,delivered,cama_mesa_banho,273,55,1,2018-03-29 07:16:25,bom,2018-03-27 00:00:00,3,0,0,0,0,0,0,0,0,3
1056,1056,Guarulhos,SP,70,1057,satisfeito_com_pedido,antes_prazo,2018-03-22 12:09:14.048104,2018-04-02 15:45:31.907615,2018-04-11 00:00:00.000000,20.18,1,64.9,2018-03-22 11:50:55,1,delivered,cama_mesa_banho,172,41,1,2018-04-06 07:22:25,chegou rápido e é como eu esperava,2018-04-03 00:00:00,5,2,0,0,0,0,0,0,0,1
1057,1057,Vicosa,MG,365,1058,satisfeito_com_pedido,satisfeito,2017-10-10 06:35:32.666001,2017-10-23 21:12:52.864425,2017-11-08 00:00:00.000000,16.79,1,29.9,2017-10-07 23:29:18,1,delivered,moveis_decoracao,252,34,1,2017-10-26 13:53:36,muito bom o produto,2017-10-24 00:00:00,5,0,0,0,0,0,0,0,0,3
1058,1058,Itapecerica da Serra,SP,68,1059,satisfeito_com_pedido,antes_prazo,2017-10-02 10:56:12.955338,2017-10-06 18:40:23.446807,2017-10-24 00:00:00.000000,15.59,1,118.9,2017-10-02 10:42:43,1,delivered,malas_acessorios,320,59,1,2017-10-08 22:04:25,eu não posso avaliar o produto no momento mas quanto a loja e a entrega foi excelente chegou bem antes do informado,2017-10-07 00:00:00,5,2,0,0,0,0,0,0,0,1
1059,1059,Alterosa,MG,371,1060,,,2017-12-22 18:35:25.389154,2018-01-09 17:03:07.832995,2018-01-23 00:00:00.000000,15.12,1,52.9,2017-12-22 18:25:26,1,delivered,utilidades_domesticas,1245,56,5,2018-01-11 21:52:24,ainda não efetuei teste,2018-01-10 00:00:00,4,0,0,0,0,0,0,0,0,0
1060,1060,Goiania,GO,745,1061,problemas_de_qualidade,outro_pedido,2017-09-19 03:55:22.958733,,2017-10-11 00:00:00.000000,18.94,1,499.9,2017-09-18 15:15:52,1,processing,relogios_presentes,909,37,2,2017-10-17 16:42:24,imediatamente após eu efetuar o pagamento recebi um email avisando que o produto não estava disponivel entrei em contato com o targaryen 02 vezes mas não querem devolver meu dinheiro,2017-10-15 01:00:00,1,0,0,0,0,0,2,0,1,0
1061,1061,Sertao Santana,RS,928,1062,satisfeito_com_pedido,satisfeito,2018-03-07 09:48:43.071159,2018-03-21 11:52:51.797127,2018-04-19 00:00:00.000000,18.23,1,20.9,2018-03-07 09:27:17,1,delivered,eletrodomesticos,68,47,1,2018-03-22 20:38:34,produto muito bom,2018-03-22 00:00:00,5,0,0,0,0,0,0,0,0,3
1062,1062,SAO PAULO,SP,81,1063,problemas_de_qualidade,diferente_do_anunciado,2017-11-24 22:34:54.485648,2017-12-12 15:58:26.785939,2017-12-14 00:00:00.000000,11.85,1,24.5,2017-11-24 19:05:02,1,delivered,consoles_games,237,56,3,2017-12-14 04:08:59,na foto e de um jeito quando chega nda haver ruim,2017-12-13 00:00:00,1,0,0,0,3,0,0,0,0,0
1063,1063,Sao Luis,MA,650,1064,satisfeito_com_pedido,satisfeito,2017-05-10 14:50:12.451254,2017-06-05 19:35:01.576298,2017-06-20 00:00:00.000000,75.16,1,146.99,2017-05-10 14:35:34,1,delivered,moveis_escritorio,985,24,1,2017-06-07 16:24:02,compra satisfatória,2017-06-07 00:00:00,5,0,0,0,0,0,0,0,0,3
1064,1064,Salvador,BA,413,1065,satisfeito_com_pedido,satisfeito,2017-05-07 23:32:26.359768,2017-05-20 11:44:48.474553,2017-06-09 00:00:00.000000,14.77,1,59.9,2017-05-02 18:34:59,2,delivered,ferramentas_jardim,348,56,2,2017-06-20 22:12:42,perfeito,2017-05-21 00:00:00,5,0,0,0,0,0,0,0,0,3
1065,1065,Cosmopolis,SP,131,1066,satisfeito_com_pedido,satisfeito,2017-11-27 10:36:26.380006,2017-12-04 19:26:50.739227,2017-12-12 00:00:00.000000,9.88,1,240.99,2017-11-27 10:28:50,1,delivered,relogios_presentes,663,44,1,2017-12-06 12:41:55,entrega dentro do prazo chegou certinho recomendo a todos,2017-12-05 00:00:00,5,0,0,0,0,0,0,0,0,3
1066,1066,Alto do Rodrigues,RN,595,1067,satisfeito_com_pedido,satisfeito,2017-09-30 20:14:08.160351,2017-10-23 18:43:03.404570,2017-11-03 00:00:00.000000,36.43,1,158.0,2017-09-29 18:39:14,1,delivered,beleza_saude,1689,54,2,2017-10-25 01:58:31,o produto chegou no prazo tudo certo produto original recomendo a loja,2017-10-24 00:00:00,5,0,0,0,0,0,0,0,0,3
1067,1067,Bom Jesus dos Perdoes,SP,129,1068,satisfeito_com_pedido,antes_prazo,2017-08-15 10:50:08.867701,2017-08-22 12:52:46.214592,2017-09-04 00:00:00.000000,13.72,1,99.99,2017-08-15 10:25:21,1,delivered,cool_stuff,1012,54,1,2017-08-25 20:47:34,produto ótimo e chegou bem antes do previsto esta de parabéns com o produto e mais ainda com a entrega,2017-08-23 00:00:00,5,2,0,0,0,0,0,0,0,1
1068,1068,RIO DE JANEIRO,RJ,226,1069,satisfeito_com_pedido,antes_prazo,2017-12-05 11:05:20.473099,2017-12-06 18:42:58.916192,2017-12-21 00:00:00.000000,7.94,1,64.02,2017-12-05 10:19:36,1,delivered,automotivo,247,52,1,2017-12-08 18:38:38,recebi o produto muito rápido bem antes do esperado lannister com está de parabéns,2017-12-07 00:00:00,3,3,0,0,0,0,0,0,0,0
1069,1069,BRASILIA,DF,703,1070,satisfeito_com_pedido,satisfeito,2017-08-03 21:00:17.248813,2017-08-11 17:36:14.974375,2017-08-29 00:00:00.000000,18.95,1,599.9,2017-08-03 20:22:38,1,delivered,telefonia,679,50,3,2017-08-21 15:59:20,produto bem embalo e entregue dentro do prazo estipulado,2017-08-12 00:00:00,5,0,0,0,0,0,0,0,0,3
1070,1070,Sao Jose dos Campos,SP,122,1071,satisfeito_com_pedido,satisfeito,2017-07-04 14:45:19.998309,2017-07-18 18:46:53.426130,2017-08-07 00:00:00.000000,17.6,1,34.9,2017-07-04 14:35:03,2,delivered,cama_mesa_banho,702,40,1,2017-07-22 16:33:30,satisfeita,2017-07-19 00:00:00,5,0,0,0,0,0,0,0,0,3
1071,1071,Potiragua,BA,457,1072,satisfeito_com_pedido,antes_prazo,2017-07-08 17:35:18.811081,2017-07-21 13:34:29.147133,2017-08-09 00:00:00.000000,19.94,1,99.99,2017-07-08 17:21:10,1,delivered,cool_stuff,1018,54,1,2017-07-23 01:48:30,recomendo o material e melhor do que eu pensava ótima qualidade veio tudo certinho chegou bem antes do prazo,2017-07-22 00:00:00,5,2,0,0,0,0,0,0,0,1
1072,1072,Sao Paulo,SP,31,1073,,,2017-08-11 04:24:29.306091,2017-08-18 17:06:41.316070,2017-08-29 00:00:00.000000,13.42,1,56.99,2017-08-09 16:23:18,2,delivered,cama_mesa_banho,641,59,3,2017-08-21 12:21:03,apenas fiquei insatisfeita com a embalagem os cobertores vieram embalados num papel marrom sem a embalagem original plástica parecendo ter sido usado sendo que na loja os cobertores estao embalado,2017-08-19 00:00:00,3,0,0,1,0,1,1,0,0,0
